abbr,date/time,temperature (degrees celsius),pressure (hpa),humidity (%),dew point (degrees celsius),wind direction (degree),wind speed (knots),wind speed (kmh),cloud amount (octas),altitude (metres)
REH,2.0121E+11,15.4,1018,71.8,10.3,333,1,2.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.4,1017.9,70.3,9.9,360,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.3,1018.3,87.9,12.3,90,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.5,1018.8,90.4,11.9,117,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.3,1019.2,90.8,11.8,288,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.3,1019.5,92.4,12,270,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.2,1020,92.8,12.1,281,1,1.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.9,1020.3,92.3,11.6,278,2,2.9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.3,1020.5,96,11.7,0,0,0,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12,1020.5,96.7,11.5,0,0,0,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.7,1020.5,96,11,0,0,0,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.2,1020.5,96,10.5,90,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.2,1020.5,94.6,10.3,90,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.4,1020.6,93.3,10.3,270,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.1,1020.9,96.7,10.6,135,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10.8,1021.2,94.8,10,270,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11,1021.3,91.5,9.6,288,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12,1021.3,86.9,9.8,297,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.2,1020.9,68.6,8.4,202,2,2.9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.3,1020.6,60.4,7.7,252,3,4.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.5,1020.3,59.5,7.6,259,2,4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.4,1019.5,57.6,8,248,3,5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.2,1018.8,56.7,8.5,233,3,6.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.9,1018.3,54.5,8.6,228,3,6.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,18.2,1018.2,51.8,8.1,234,5,8.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.7,1018.1,50.4,7.3,252,4,6.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.4,1018.4,68.4,9.4,248,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.1,1019.3,87.8,10.1,270,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10.9,1019.7,93.3,9.8,225,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10,1020.3,96.4,9.5,225,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,9.4,1020.6,97.6,9.1,315,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.9,1020.9,98.3,8.6,315,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.4,1020.9,98,8.1,360,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.1,1020.9,99.1,8,270,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,7.3,1020.9,99.6,7.3,0,0,0,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,7.4,1020.6,98.6,7.2,270,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.2,1020.4,97.5,7.8,180,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8.4,1019.9,97.9,8.1,63,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,8,1019.8,99.3,7.8,315,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,7.9,1019.6,99.3,7.8,90,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,9.1,1019.4,97.1,8.7,243,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.1,1019.2,94.2,10.2,293,1,2.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.5,1019,86.3,11.2,292,2,4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.2,1018.9,73.8,10.5,272,5,9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16,1018.7,69.2,10.3,262,6,10.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.5,1017.9,65.1,10.8,244,8,14,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.7,1017.2,61.9,10.3,248,8,14.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.9,1016.9,62.1,10.5,262,6,10.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.3,1016.7,68.5,11.4,328,3,5.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.4,1016.7,71.6,11.2,312,2,4.3,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.3,1017.1,84.3,11.7,153,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.1,1017.6,91.1,11.7,288,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.9,1018.1,96.5,11.3,90,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.1,1018.2,97.6,10.8,90,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11,1017.8,96.8,10.5,0,0,0.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.1,1017.3,90.8,10.7,243,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.7,1016.7,89.1,11.9,177,3,6.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.7,1016.5,89.4,12,180,3,5.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.3,1016.2,90.1,11.8,189,2,3.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.6,1016.2,93.5,11.5,284,1,2.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.3,1015.9,95.2,11.5,207,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.9,1015.3,95.4,11.2,198,1,1.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.8,1014.9,92.9,10.7,195,3,4.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.9,1014.5,89.3,11.1,163,4,7.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.5,1014.3,85.3,11.1,169,2,3.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14,1014.2,83.1,11.2,156,3,6.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.7,1013.6,74.2,11.1,180,2,3.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.3,1013.6,68.6,10.5,248,5,10.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.3,1013.7,67.4,10.2,242,8,15.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17,1013.8,63.8,10.1,250,11,20.5,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.9,1014,63.8,10.1,255,11,20.9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17,1014.1,66.3,10.6,258,10,18,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16,1014.9,74.3,11.4,266,9,16.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.2,1016.1,81.6,12.1,283,5,9.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.5,1017.4,84.4,11.9,270,3,6.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.9,1018.6,87.4,11.8,281,5,9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.3,1019.4,88.9,11.6,281,3,5.8,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.6,1019.8,93.2,11.5,288,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.4,1020.2,97.8,11.1,90,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.6,1020.2,97.2,11.1,108,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.7,1020,96.8,11.2,342,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.5,1020,97.6,11.1,270,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10.8,1019.8,98.4,10.6,27,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10.8,1019.4,98.3,10.6,304,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11,1019,98.2,10.7,63,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11,1018.8,98.5,10.8,117,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10.9,1018.9,98.3,10.6,288,1,1.1,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,10.7,1019.1,98.4,10.5,288,1,1.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,11.3,1019.3,97.6,10.9,279,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13,1019.3,91.5,11.6,261,3,5.4,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,15.1,1019,82.1,12,227,5,8.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,16.6,1018.7,75.1,12.2,235,7,13.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.1,1018.6,72.5,12.2,245,4,7.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,18.5,1017.6,66.4,12.2,232,6,11.9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,19.1,1017.1,64.5,12.3,247,7,13.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,19.4,1016.8,63.8,12.4,256,5,9,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,19.7,1016.4,63.7,12.6,252,4,8.3,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,19.8,1016.2,61.4,12.1,235,4,7.6,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,17.5,1016.6,74.5,12.8,248,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,14.7,1017.5,88.6,12.8,259,1,2.2,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,13.1,1018.1,94.1,12.2,180,0,0.7,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,,,,,,,,,
REH,2.0121E+11,12.1,1018.8,96.4,11.5,288,1,1.4,,
REH,2.0121E+11,,,,,,,,,
